0->1,1->2,2->3,3->4,4->5
0.02981563799,0.04485998946,0.04537470123,0.06932100063,0.06516542186
0.180480824,0.09542812242,0.2252364434,0.3081366238,0.2187824861
0.1810506214,0.2650527773,0.1524498334,0.3772492572,0.1740615205
0.3478940817,0.1960589164,0.159281377,0.1916341288,0.3794245725
0.2825052327,0.1410344222,0.199173182,0.2749951973,0.5472623979
0.1664078337,0.1327895469,0.1041732666,0.02356383837,0.1410753694
0.160181704,0.0928086287,0.190017643,0.4294615003,0.1326481315
0.3080260179,0.1535411199,0.09370201437,0.3472436326,0.2083438965
