Iteration,g,Energy,Trace,Rescaled Energy,Exact Energy,Exact Trace,Params
28,0.4,-0.9387323378162371,0.05632655598442726,-1.001988152851809,-1.0046746221443756,0.0002292699062850451,"[ 0.02299375 -0.01463735  0.04629833  0.00123162 -0.05856969  0.04647862
 -0.01209139  0.02122411]"
29,0.4,-0.9452388413661392,0.06539216441736428,-1.0085085924702364,-1.0060393224528523,6.462003287079077e-05,"[ 0.01964444 -0.01798666  0.04964764  0.00458094 -0.061919    0.04312931
 -0.0154407   0.0178748 ]"
30,0.4,-0.9648708298863233,0.0659178183077993,-1.0291021697186546,-1.0077853946251705,0.0001324942631355736,"[ 0.02455387 -0.01307723  0.05455707 -0.00032849 -0.06682843  0.04803874
 -0.02035013  0.02278423]"
31,0.4,-0.9623994443835927,0.06037984014828335,-1.0263659989139462,-1.0099183555157651,5.356825300723033e-05,"[ 0.03049495 -0.01901831  0.06049816 -0.00626958 -0.07276951  0.04209765
 -0.02629121  0.02872531]"
32,0.4,-0.9577725701547929,0.08872164439581187,-1.021348914766443,-1.0071173653634107,4.195911073954584e-06,"[ 0.02305731 -0.02645595  0.0679358   0.00116807 -0.06533187  0.03466001
 -0.01885357  0.03616295]"
33,0.4,-0.9622044688214405,0.08948624693932206,-1.0261152790776935,-1.0086809359916515,2.8013818338833022e-05,"[ 0.02763959 -0.02187367  0.06335352 -0.00341421 -0.06074959  0.03924229
 -0.02343585  0.03158067]"
34,0.4,-0.9558856502388454,0.040902988829344844,-1.0194898669875456,-1.0077311921246292,4.6735987969428495e-05,"[ 0.02546008 -0.01969416  0.06553303 -0.00559373 -0.05857008  0.0414218
 -0.02125634  0.03376019]"
35,0.4,-0.9528398693922123,0.06637872143797585,-1.0163047254556612,-1.0090960540888774,9.6331190187985e-05,"[ 0.02123715 -0.01547123  0.06975596 -0.0013708  -0.062793    0.04564473
 -0.02547926  0.03798311]"
36,0.4,-0.9634057944221034,0.04890163932710445,-1.0274002210895075,-1.0065680020341463,2.843866744501656e-05,"[ 0.01488367 -0.02182471  0.07610944  0.00498268 -0.05643952  0.03929125
 -0.01912578  0.04433659]"
37,0.4,-0.9429382497926573,0.05618799504076999,-1.006695763295134,-1.0065502224710148,2.878282641934158e-05,"[ 0.01483784 -0.02187054  0.07606361  0.00493685 -0.0563937   0.03924543
 -0.01907996  0.04438242]"
38,0.4,-0.9398841387019141,0.05755595733275465,-1.0029866569837096,-1.0068848107612214,5.604638309497038e-05,"[ 0.01584058 -0.0208678   0.07506088  0.00393412 -0.05739643  0.04024816
 -0.02008269  0.04538515]"
39,0.4,-0.9092918761806433,0.021268145347052236,-0.9709729154728755,-1.0077837371327407,8.11666773905019e-05,"[ 0.01800122 -0.02302845  0.07290023  0.00177347 -0.05955708  0.03808752
 -0.02224334  0.0475458 ]"
40,0.4,-0.8987717740183557,0.006879116853456546,-0.9602716444197612,-1.0062372496417085,0.00012561585356291125,"[ 0.0148994  -0.01992663  0.07600206  0.0048753  -0.05645525  0.04118934
 -0.01914151  0.05064762]"
41,0.4,-0.9222930860887882,0.021835460021596642,-0.9848102894925282,-1.0086358848127928,4.9377776175433576e-05,"[ 0.02081018 -0.01401584  0.08191284 -0.00103549 -0.06236604  0.03527856
 -0.0250523   0.05655841]"
42,0.4,-0.930147523185701,0.04032293911692464,-0.993194297193396,-1.0103015835702536,9.301365380286246e-07,"[ 0.01706911 -0.01775692  0.08565392 -0.00477657 -0.06610712  0.03153748
 -0.02879338  0.05281733]"
43,0.4,-0.9458651930733086,0.032602424066370705,-1.0093439852052828,-1.0105842753184333,2.5751924713302232e-06,"[ 0.01612198 -0.01870405  0.08660105 -0.00382944 -0.06515999  0.03248461
 -0.02974051  0.0518702 ]"
44,0.4,-0.9666993162935832,0.06130149922892958,-1.0308331036462384,-1.011550882177471,4.828780743628977e-07,"[ 0.01930755 -0.02188962  0.08978662 -0.00064386 -0.06834556  0.03567018
 -0.03292608  0.05505577]"
45,0.4,-0.9659898839951522,0.09560632757018372,-1.0300539910051818,-1.0122185554428142,1.1024096914812704e-05,"[ 0.01742748 -0.02000956  0.09166668  0.0012362  -0.0664655   0.03379011
 -0.03480614  0.05317571]"
46,0.4,-0.9722380020777325,0.10101192102977175,-1.036413597635963,-1.0114804925255159,4.635766334131419e-06,"[ 0.01908882 -0.02167089  0.09332802 -0.00042514 -0.06480416  0.03545145
 -0.0331448   0.05483705]"
47,0.4,-0.9803169207659368,0.07241343129656563,-1.0442834752962904,-1.00961971350589,4.9448947320141715e-06,"[ 0.01295674 -0.02780298  0.08719594  0.00570694 -0.07093624  0.04158353
 -0.02701272  0.04870496]"
48,0.4,-0.9563949000288058,0.08632958191693141,-1.0202499660109583,-1.0105943249838674,1.9612761581488426e-05,"[ 0.00979952 -0.0309602   0.09035316  0.00254972 -0.07409346  0.04474076
 -0.03016994  0.05186218]"
49,0.4,-0.9680497945887954,0.058714611225917146,-1.0322811344211265,-1.0110516315176938,7.460124182236127e-05,"[ 0.01178504 -0.02897467  0.08836764  0.0005642  -0.07210794  0.04672628
 -0.03215547  0.05384771]"
50,0.4,-0.9537552696950242,0.06085193888246243,-1.0175545914030761,-1.0095987168529972,0.0001468840853898236,"[ 0.00685786 -0.03390185  0.08344046 -0.00436298 -0.07703512  0.05165346
 -0.02722829  0.04892053]"
51,0.4,-0.966587190772856,0.04376956484906369,-1.0308882109478128,-1.011090534471441,2.241145882686383e-05,"[ 0.01033858 -0.03738258  0.08692118 -0.00088226 -0.08051584  0.04817274
 -0.03070901  0.04543981]"
52,0.4,-0.9310872225713335,0.040060561797249594,-0.9940503801678777,-1.0095491702590151,6.842542364828008e-05,"[ 0.00534375 -0.03238774  0.08192635 -0.00587709 -0.08551067  0.05316757
 -0.02571418  0.04044497]"
53,0.4,-0.9210120337444924,0.03212674355702738,-0.9834456207370816,-1.0102318996708164,1.6631282966369544e-05,"[ 0.0073204  -0.03436439  0.08390299 -0.00390044 -0.08353403  0.05119092
 -0.02769082  0.03846833]"
54,0.4,-0.916706724338346,0.034289186930499094,-0.9788197817548572,-1.01095882817217,2.9769436101370096e-05,"[ 0.00926202 -0.03630602  0.08196136 -0.00584207 -0.08547566  0.0492493
 -0.02963245  0.04040996]"
55,0.4,-0.9031314670860526,0.03423326077878874,-0.9646452735559832,-1.0125436796761278,4.842196627885542e-06,"[ 0.00467343 -0.04089461  0.08654995 -0.00125348 -0.09006425  0.04466071
 -0.03422104  0.04499854]"
56,0.4,-0.9362015922554745,0.04120437755664508,-0.9988024120703654,-1.0131135847153019,1.12658457221285e-05,"[ 0.00303725 -0.03925842  0.08491377  0.0003827  -0.09170043  0.04302453
 -0.03585722  0.04663473]"
57,0.4,-0.9308623929802883,0.031795448295650175,-0.993351724246978,-1.0117990866720332,5.579534950793754e-07,"[-0.00069484 -0.03552633  0.08864587 -0.00334939 -0.08796833  0.03929243
 -0.03212513  0.05036682]"
58,0.4,-0.9330075852636371,0.04625554009945154,-0.9959707428601814,-1.0109873126644742,4.825059576868201e-06,"[-0.00278512 -0.03343605  0.09073615 -0.00125911 -0.08587805  0.04138271
 -0.03003485  0.0524571 ]"
59,0.4,-0.9397566228920677,0.029878627998404683,-1.002733716557137,-1.0100305166622205,1.9773485850631845e-08,"[ 0.00042154 -0.03022939  0.08752949  0.00194755 -0.08908471  0.03817605
 -0.02682819  0.04925044]"
60,0.4,-0.9510152022822521,0.07438478790024416,-1.0146612272365279,-1.0109863544320887,3.589351197352494e-05,"[-0.00236519 -0.03301611  0.09031621  0.00473427 -0.09187144  0.03538933
 -0.02961491  0.04646372]"
61,0.4,-0.9562077936110901,0.06536622577935236,-1.0200210513876673,-1.0104282633744104,2.3575826650943732e-05,"[-0.00076323 -0.03461807  0.09191817  0.00313232 -0.09026948  0.03699128
 -0.02801296  0.04806567]"
62,0.4,-0.9656827829122724,0.06027493800703887,-1.0298583784705029,-1.0107287565962453,9.353181114909884e-06,"[-0.00161018 -0.03546501  0.09107123  0.00228538 -0.09111642  0.03783823
 -0.0288599   0.04891261]"
63,0.4,-0.9664494916202094,0.07148845042302665,-1.030276685465312,-1.0110230084451588,1.364080934886672e-05,"[-0.00070875 -0.03636643  0.09197265  0.00138395 -0.090215    0.03873965
 -0.02976132  0.04801119]"
64,0.4,-0.9715021870479537,0.08884758713046659,-1.0355941661950334,-1.011855083647674,3.640088980835367e-06,"[ 0.0019304  -0.03900559  0.0893335  -0.0012552  -0.08757585  0.0413788
 -0.03240048  0.05065034]"
65,0.4,-0.9671493191254313,0.06316498094296663,-1.031310978615137,-1.0118096803560093,2.627186617754941e-06,"[ 0.00206568 -0.03914086  0.08946877 -0.00111993 -0.08744057  0.04124353
 -0.0322652   0.05051507]"
66,0.4,-0.954374561357185,0.03985268384744223,-1.0180902666540865,-1.0113267616726263,3.597809506108379e-07,"[ 0.00354129 -0.04061647  0.09094438 -0.00259554 -0.08891618  0.04271914
 -0.03078959  0.04903946]"
67,0.4,-0.9509317736912359,0.03572651961155349,-1.014522054371411,-1.0109974496276666,1.425900417066544e-06,"[ 0.00438486 -0.04146005  0.09178796 -0.00343911 -0.08807261  0.04356271
 -0.02994601  0.04988303]"
68,0.4,-0.9515558112000417,0.05044238668688328,-1.0152854525654682,-1.0093909089791395,2.2476926570897055e-05,"[ 0.0094275  -0.03641742  0.08674532  0.00160352 -0.09311524  0.04860535
 -0.02490338  0.0448404 ]"
69,0.4,-0.9234158420449996,0.03676417774539509,-0.9858773011746391,-1.0096543822125568,1.7357570196288585e-05,"[ 0.00861283 -0.03560275  0.08755999  0.00241819 -0.09230057  0.04942001
 -0.02571805  0.04402573]"
70,0.4,-0.9268769127480226,0.03191128123089726,-0.9893383718776622,-1.0107851232848133,4.300841595988262e-05,"[ 0.00522556 -0.03899002  0.08417272 -0.00096908 -0.08891331  0.05280728
 -0.02910531  0.04063847]"
71,0.4,-0.9330179991562747,0.0334101132330793,-0.9957999878619922,-1.0099719390964312,6.318142251654502e-05,"[ 0.00719222 -0.04095667  0.08613938  0.00099758 -0.08694665  0.05477393
 -0.02713866  0.04260512]"
72,0.4,-0.9032216077223234,0.022522188195082338,-0.9647911584663545,-1.0089937740564894,0.000103468526130749,"[ 0.00404942 -0.04409947  0.08299658 -0.00214522 -0.09008945  0.05791674
 -0.02399586  0.03946232]"
73,0.4,-0.895637705634142,0.03107036779393546,-0.9568031103909443,-1.0096712999338706,7.86420765386299e-05,"[ 0.00589794 -0.04225094  0.0848451  -0.00399375 -0.09193798  0.05976526
 -0.02584439  0.03761379]"
74,0.4,-0.9028959930525328,0.052807932591185436,-0.9643261831113126,-1.0082091724902056,0.0001475778484833802,"[ 0.0012597  -0.0376127   0.08020686  0.0006445  -0.09657623  0.06440351
 -0.02120614  0.03297555]"
75,0.4,-0.9133880942846174,0.05716747640716924,-0.9753757270844025,-1.0086718685514824,0.0002196118398487346,"[ 1.29421922e-06 -3.88710979e-02  7.89484536e-02 -6.13905057e-04
 -9.78346292e-02  6.56619124e-02 -2.24645403e-02  3.42339470e-02]"
76,0.4,-0.9339406900539321,0.05794920560147632,-0.9972243772265544,-1.0088087834525141,0.0002107313629244956,"[-0.0004259  -0.03929829  0.07937564 -0.00018671 -0.09740744  0.0660891
 -0.02289173  0.03380676]"
77,0.4,-0.9377859263853501,0.04167166179869719,-1.0010278053523969,-1.0089572900078565,0.0002012550544622316,"[ 4.01167533e-05 -3.97643011e-02  7.98416568e-02  2.79298182e-04
 -9.69414260e-02  6.65551157e-02 -2.33577435e-02  3.33407437e-02]"
78,0.4,-0.9382204258281589,0.03335365041601168,-1.0013926244525801,-1.0099330392267802,0.0002638789674769271,"[ 0.00294859 -0.04267278  0.07693318  0.00318777 -0.09403295  0.06946359
 -0.02626622  0.03043227]"
79,0.4,-0.9631422020084632,0.055686955301086805,-1.0271366286758672,-1.0105403238077997,0.0001539459711727975,"[ 0.00114138 -0.04086557  0.07874039  0.00138056 -0.09222574  0.06765638
 -0.02807343  0.02862506]"
80,0.4,-0.9556964601726026,0.04523049213848118,-1.0196212064973809,-1.0090801437559094,9.489157881983987e-05,"[-0.0026262  -0.04463315  0.08250797 -0.00238702 -0.08845816  0.0638888
 -0.02430585  0.03239264]"
81,0.4,-0.9566031822315499,0.06212985222273737,-1.0205697367619035,-1.0093501096268482,8.31468924100999e-05,"[-0.00350561 -0.04375374  0.08338738 -0.00150761 -0.08757875  0.06476821
 -0.02518526  0.03151323]"
82,0.4,-0.9689413569084605,0.060321957541944915,-1.0331587606722668,-1.0095981626851427,7.297942143234901e-05,"[-0.00269241 -0.04294054  0.08420058 -0.00069441 -0.08676556  0.06558141
 -0.02599845  0.03070004]"
83,0.4,-0.9532359540121803,0.06399957588047189,-1.0170770839258079,-1.0091243668309744,5.3495587777116016e-05,"[-0.00095193 -0.04120006  0.0824601  -0.00243489 -0.08850604  0.06384092
 -0.02425797  0.02895955]"
84,0.4,-0.9574029857160893,0.056524109179308724,-1.021174435287091,-1.0074953815940715,1.9300741563990642e-05,"[-0.00508196 -0.04533009  0.08659013  0.00169514 -0.08437601  0.05971089
 -0.02012794  0.03308959]"
85,0.4,-0.9634266222073783,0.051244388669033025,-1.0273234963951063,-1.0079725850574506,2.7405249878182693e-05,"[-0.00627391 -0.04413814  0.08539818  0.00050319 -0.08556795  0.05851894
 -0.02131989  0.03428154]"
86,0.4,-0.9572496657244863,0.06797169761886557,-1.0208260103361362,-1.0080198779973215,3.0380286398248857e-05,"[-0.00640442 -0.04400764  0.08526767  0.00037268 -0.08569846  0.05864945
 -0.02145039  0.03441204]"
87,0.4,-0.9685378685937269,0.07045038034446294,-1.0328249527001585,-1.0086863511823594,4.7873041964700304e-05,"[-0.00441483 -0.04599723  0.08725727 -0.00161691 -0.08768806  0.06063904
 -0.02343999  0.03640164]"
88,0.4,-0.963795166996817,0.05317975393324126,-1.0276502329789696,-1.0070109968977705,1.5753882904482458e-05,"[-0.00861548 -0.05019788  0.09145792 -0.00581756 -0.08348741  0.05643839
 -0.01923934  0.04060229]"
89,0.4,-0.966706489438512,0.06592936191827237,-1.030700916105916,-1.006629722064645,2.073348106328512e-05,"[-0.00943614 -0.04937722  0.09227858 -0.00663822 -0.08266674  0.05725906
 -0.01841868  0.04142295]"
90,0.4,-0.9578068220305767,0.0755597284777123,-1.0216897601497796,-1.007659037704616,7.528784354803248e-06,"[-0.01207042 -0.04674294  0.09491286 -0.0092725  -0.08530103  0.05462477
 -0.02105296  0.04405723]"
91,0.4,-0.9621077335898325,0.06099867973603357,-1.026171840599862,-1.0076791069666797,8.185958585483523e-06,"[-0.01201324 -0.04680011  0.09485568 -0.00921533 -0.0853582   0.05468195
 -0.02111013  0.04411441]"
92,0.4,-0.9698367385254261,0.07042342297728599,-1.0340262701521818,-1.007735515634886,7.597363787848832e-06,"[-0.01186443 -0.04694893  0.0950045  -0.00906651 -0.08550702  0.05483076
 -0.02125895  0.04396559]"
93,0.4,-0.9659034452062641,0.09360538764727266,-1.0299118079421932,-1.007602031818533,8.973431000274814e-06,"[-0.01151017 -0.04659467  0.09465025 -0.00871226 -0.08515277  0.05447651
 -0.0209047   0.04431985]"
94,0.4,-0.9596083471568986,0.0652081925639747,-1.0236027738243025,-1.0072641293445486,1.236956581074719e-05,"[-0.01077519 -0.04732966  0.09538523 -0.00944724 -0.08441778  0.0552115
 -0.02016971  0.04505483]"
95,0.4,-0.9695395902355097,0.05391049219201216,-1.033575825108489,-1.0070825177429468,9.956016079297003e-06,"[-0.01024174 -0.04679621  0.09591868 -0.0099807  -0.08495123  0.05574495
 -0.01963626  0.04452138]"
96,0.4,-0.9564241755081081,0.04733913311522708,-1.0203210496958361,-1.0078123702804989,2.2423510107408284e-05,"[-0.0124684  -0.04902287  0.09814535 -0.01220736 -0.08717789  0.05797161
 -0.02186292  0.04674805]"
97,0.4,-0.9435604342027732,0.044889153238542256,-1.0069974181291719,-1.008041698321358,1.762254970226148e-05,"[-0.01323044 -0.04978491  0.09890738 -0.01144532 -0.08641586  0.05873365
 -0.02262496  0.04598601]"
98,0.4,-0.9744158236880126,0.05704082886476525,-1.038884076685271,-1.0093355742897985,3.3778735058668055e-06,"[-0.01659395 -0.05314842  0.1022709  -0.00808181 -0.08977937  0.05537013
 -0.02598847  0.04934953]"
99,0.4,-0.9542217068152533,0.06516066971414114,-1.0181743252770818,-1.010541766116512,9.214816047667852e-07,"[-0.01982871 -0.04991366  0.09903613 -0.01131657 -0.08654461  0.05213537
 -0.02922324  0.04611476]"
100,0.4,-0.9451282209443479,0.02363278928729895,-1.0089414787209252,-1.0092354736847484,9.066374042305278e-06,"[-0.02324649 -0.05333143  0.1024539  -0.0078988  -0.08312684  0.04871759
 -0.02580546  0.04953254]"
1,0.7,-0.9044287622926622,0.03799688102807863,-0.954821010384976,-0.986399094065598,0.00013817270894545767,"[-0.01660555  0.01660555  0.01660555 -0.01660555  0.01660555  0.01660555
  0.01660555  0.01660555]"
2,0.7,-0.9010075831615539,0.033726279834157546,-0.9514448444276884,-0.9948769071323568,1.4227837087963139e-05,"[-0.00522253  0.02798857  0.02798857 -0.02798857  0.00522253  0.02798857
  0.00522253  0.00522253]"
3,0.7,-0.9003059732480428,0.032339969859622286,-0.9506982213403566,-0.9887538151510625,0.00010270994935132702,"[-0.01431864  0.01889246  0.01889246 -0.01889246 -0.00387357  0.03708467
  0.01431864 -0.00387357]"
4,0.7,-0.8880293839054906,0.022750874597023074,-0.9381628062483351,-0.990084652259543,0.00020153456201065737,"[-0.01240259  0.01697642  0.01697642 -0.02080851 -0.00578962  0.03900072
  0.01240259 -0.00195753]"
5,0.7,-0.893189739198855,0.028763250914672023,-0.9430643357922304,-0.9929885176274638,0.000294678585537389,"[-0.01660405  0.02117787  0.01277496 -0.02500997 -0.00158816  0.03479926
  0.00820113  0.00224393]"
6,0.7,-0.8550042603869978,0.0224816039361313,-0.9040461132646895,-0.9935807583546136,0.0002473407651181238,"[-0.01592522  0.02049904  0.01345379 -0.02568879 -0.00226699  0.03412043
  0.00752231  0.0015651 ]"
7,0.7,-0.8934471385800792,0.025279887733595352,-0.9434005082276408,-1.0058237959185474,1.7906766432200733e-05,"[ 0.00048319  0.00409064  0.02986219 -0.0420972  -0.0186754   0.01771203
 -0.0088861   0.01797351]"
8,0.7,-0.8971821702204078,0.02552954423894871,-0.9470117536399624,-1.0138628596156651,0.00017802900932001667,"[-0.01235052  0.01692435  0.0426959  -0.05493091 -0.0315091   0.03054574
 -0.02171981  0.03080722]"
9,0.7,-0.9146870322984247,0.025426068733687357,-0.9647979480543589,-1.0145730701010962,0.0001558246335671776,"[-0.01357874  0.01815257  0.04392412 -0.05370269 -0.03028088  0.03177396
 -0.02294803  0.02957899]"
10,0.7,-0.8926006449604039,0.023603602990339256,-0.9418338038268338,-1.02147488905739,0.0004421013864472391,"[-0.00162072  0.03011059  0.05588215 -0.06566071 -0.04223891  0.04373198
 -0.03490605  0.04153702]"
11,0.7,-0.9010118751877897,0.03354689113953091,-0.9507401789662476,-1.0243383138995341,0.00018472770768664104,"[ 0.00196455  0.02652532  0.05946742 -0.06924598 -0.04582418  0.04014671
 -0.03849132  0.03795175]"
12,0.7,-0.9055439254082059,0.041777024000666074,-0.9552272160128431,-1.025747646935088,0.00040351256187648454,"[-0.00114698  0.02963686  0.05635588 -0.07235752 -0.04271264  0.04325825
 -0.04160286  0.04106329]"
13,0.7,-0.8947911144801445,0.04949294165399798,-0.9439905134662088,-1.021617482253032,0.0006360901716054336,"[ 0.00631257  0.02217731  0.04889633 -0.06489797 -0.05017219  0.0507178
 -0.03414331  0.03360374]"
14,0.7,-0.9194269021236908,0.04899303247321818,-0.9691777124890592,-1.0270405457132257,0.001038396467582095,"[ 0.01608743  0.03195217  0.05867119 -0.07467284 -0.05994706  0.06049267
 -0.04391818  0.0433786 ]"
15,0.7,-0.916125216756053,0.02000568896196775,-0.9657860007737797,-1.0311943151522427,0.0014291700250055328,"[ 0.02402026  0.039885    0.06660402 -0.06674001 -0.06787988  0.06842549
 -0.051851    0.05131143]"
16,0.7,-0.9072760034711517,0.01942597040325622,-0.9569255341954233,-1.0263670186397578,0.001088787567605165,"[ 0.03083308  0.04669782  0.07341684 -0.05992719 -0.06106706  0.06161267
 -0.04503818  0.05812425]"
17,0.7,-0.9214973825622415,0.02804127478569507,-0.9714732587967134,-1.0264456655141658,0.0010952638812025683,"[ 0.03097505  0.04683979  0.07327487 -0.05978522 -0.06092509  0.0614707
 -0.04518015  0.05826622]"
18,0.7,-0.9335318488203036,0.04378805183176526,-0.9840141232602588,-1.0302208497429093,0.0014766033317420574,"[ 0.02342282  0.03928756  0.06572264 -0.06733745 -0.05337286  0.06902293
 -0.05273238  0.05071399]"
19,0.7,-0.9467061327970812,0.03961671251185739,-0.9972334204108572,-1.0300911435313536,0.0014926554982937074,"[ 0.02312714  0.03958325  0.06542695 -0.06763313 -0.05366854  0.06872724
 -0.0524367   0.05100968]"
20,0.7,-0.9393857252924285,0.034360357254123786,-0.9902393584164048,-1.0301016427014473,0.0014982078564083068,"[ 0.02309296  0.03961742  0.06539278 -0.06759896 -0.05363437  0.06876142
 -0.05247087  0.05104385]"
21,0.7,-0.9595486019057293,0.058651394686463076,-1.0104359949100712,-1.0306969474349896,0.0014262256144194213,"[ 0.02173014  0.03825459  0.0667556  -0.06896179 -0.05227154  0.07012424
 -0.0538337   0.04968102]"
