Iteration,g,Energy,Trace,RescaledEnergy,ExactEnergy,ExactTrace,Params
29,0.4,-0.9683782939277159,0.07471454802794142,-1.0528750115263303,-1.0115923248476975,0.0012961774567311068,"[ 0.01730257 -0.00335679  0.04907561 -0.01016476 -0.06002653  0.05917511
 -0.03468265  0.04081294]"
30,0.4,-0.948297052390376,0.04187454245221223,-1.0310415632265608,-1.0129502453017267,0.0015654538370244442,"[ 0.02233544  0.00167608  0.05410848 -0.01519763 -0.0650594   0.06420798
 -0.03971552  0.04584581]"
31,0.4,-0.9641287365899384,0.048513697956862556,-1.0482546552471257,-1.0149634448338474,0.001279143463242885,"[ 0.02772843 -0.00371691  0.05950147 -0.02059062 -0.07045239  0.05881498
 -0.04510851  0.0512388 ]"
32,0.4,-0.959295906676388,0.0666583469111588,-1.0430001324197955,-1.0116864616969905,0.0008854259810957311,"[ 0.01924565 -0.01219969  0.06798425 -0.01210784 -0.06196961  0.0503322
 -0.03662573  0.05972158]"
33,0.4,-0.9530882199770859,0.04248065496550968,-1.036250788443311,-1.0129214809370752,0.0011012050100731585,"[ 0.02408609 -0.00735925  0.06314381 -0.01694829 -0.05712917  0.05517265
 -0.04146617  0.05488114]"
34,0.4,-0.9599625039058433,0.047377078636338776,-1.0437248941890827,-1.0117974767592386,0.0011993814329258612,"[ 0.02204502 -0.00531818  0.06518488 -0.01898935 -0.0550881   0.05721371
 -0.0394251   0.05692221]"
35,0.4,-0.9591292573690239,0.03748627063780541,-1.0428189419774736,-1.0128076304124989,0.0014159215187131147,"[ 0.01779515 -0.00106831  0.06943475 -0.01473948 -0.05933797  0.06146358
 -0.04367497  0.06117208]"
36,0.4,-0.9457556504530777,0.045565958170794785,-1.0282784089811543,-1.009654056884756,0.0010371387838504914,"[ 0.01012567 -0.00873779  0.07710423 -0.00707    -0.05166849  0.0537941
 -0.03600549  0.06884156]"
37,0.4,-0.9419227163837101,0.04388343631254821,-1.0241110288077544,-1.0088423683868313,0.0011320178816976445,"[ 0.00808899 -0.01077448  0.07506755 -0.00910668 -0.04963181  0.05175742
 -0.03396881  0.07087824]"
38,0.4,-0.9313821476929488,0.04348273578894446,-1.0126507333309045,-1.0092502990442882,0.0013703023412806742,"[ 0.0096794  -0.00918407  0.07347714 -0.01069709 -0.05122222  0.05334783
 -0.03555922  0.07246865]"
39,0.4,-0.9342568482449745,0.059646227795127515,-1.0157762684609544,-1.010132850574155,0.0014745867477104074,"[ 0.01163568 -0.01114035  0.07152086 -0.01265337 -0.0531785   0.05139155
 -0.0375155   0.07442492]"
40,0.4,-0.914633892302885,0.054990842871019296,-0.9944410938775696,-1.007822271657642,0.0016786090837408452,"[ 0.00799804 -0.00750271  0.0751585  -0.00901573 -0.04954086  0.05502919
 -0.03387786  0.07806256]"
41,0.4,-0.9040516612852826,0.027047102512224308,-0.982935500790139,-1.0102125212957616,0.0013777419815498432,"[ 0.0134623  -0.00203845  0.08062276 -0.01447999 -0.05500512  0.04956493
 -0.03934212  0.08352682]"
42,0.4,-0.9151338402249766,0.061439815649126484,-0.9949846652045349,-1.0121273786069651,0.0009098115896677555,"[ 0.01017646 -0.00532429  0.0839086  -0.01776584 -0.05829097  0.04627908
 -0.04262797  0.08024098]"
43,0.4,-0.9104676596187898,0.04088987353756757,-0.9899113328195264,-1.0123479493238847,0.0008638210297093642,"[ 0.00908473 -0.00641602  0.08500033 -0.01667411 -0.05719924  0.04737081
 -0.04371969  0.07914925]"
44,0.4,-0.9078012707009685,0.04939531334994385,-0.9870122857423782,-1.0132811956325893,0.0010535389266069922,"[ 0.01343877 -0.01077005  0.08935436 -0.01232008 -0.06155327  0.05172484
 -0.04807372  0.08350328]"
45,0.4,-0.9235496302468493,0.051365761719227576,-1.0041347825417828,-1.0141898180168936,0.0007488207461308627,"[ 0.01103633 -0.00836761  0.09175679 -0.00991764 -0.05915083  0.0493224
 -0.05047616  0.08110085]"
46,0.4,-0.892844495365066,0.04005237138249362,-0.9707504435440023,-1.0134649371328122,0.0007974268473176643,"[ 0.01226471 -0.00959599  0.09298517 -0.01114602 -0.05792246  0.05055078
 -0.04924778  0.08232922]"
47,0.4,-0.9008019997916882,0.09467716628401512,-0.9794022871648652,-1.0121242673296365,0.001058116707199963,"[ 0.00616587 -0.01569482  0.08688634 -0.00504719 -0.06402129  0.05664961
 -0.04314894  0.07623039]"
48,0.4,-0.878346005624414,0.0755733514314092,-0.9549868750620111,-1.013059197104303,0.0012660924047570021,"[ 0.00185467 -0.02000603  0.09119754 -0.00935839 -0.0683325   0.06096082
 -0.04746015  0.0805416 ]"
49,0.4,-0.882220602020623,0.053611823752882204,-0.9591995528459918,-1.0131284655915807,0.001670153165807875,"[ 0.00434572 -0.01751497  0.08870649 -0.01184945 -0.06584144  0.06345187
 -0.04995121  0.08303265]"
50,0.4,-0.8884699510467662,0.07229423730902229,-0.965994194433057,-1.0124501763741136,0.001867583803485895,"[ 0.00102661 -0.02083409  0.08538737 -0.01516857 -0.06916055  0.06677099
 -0.04663209  0.07971354]"
51,0.4,-0.8903030934277679,0.0707162649184725,-0.9679872892985959,-1.0130569768938584,0.0016821977634622898,"[ 0.00206394 -0.02187142  0.0864247  -0.01413124 -0.07019788  0.06573366
 -0.04766942  0.07867621]"
52,0.4,-0.8814706801374858,0.09531775871107784,-0.9583841958555439,-1.0122188238990932,0.001916762685214346,"[-0.00184365 -0.01796382  0.08251711 -0.01803883 -0.07410548  0.06964125
 -0.04376183  0.07476861]"
53,0.4,-0.895719195917092,0.06229591152987646,-0.9738759786740525,-1.0132623186953424,0.0014395718806046315,"[ 0.00090913 -0.0207166   0.08526989 -0.01528605 -0.0713527   0.06688847
 -0.04651461  0.07201583]"
54,0.4,-0.8932611186334757,0.08331238486726189,-0.9712034196498067,-1.014067934882405,0.001543151742269322,"[ 0.00280372 -0.0226112   0.0833753  -0.01718064 -0.07324729  0.06499388
 -0.0484092   0.07391042]"
55,0.4,-0.9210498906363922,0.05876710657545958,-1.0014169259069567,-1.0157052940729046,0.001316667319348555,"[-0.00142527 -0.02684019  0.08760428 -0.01295166 -0.07747628  0.06076489
 -0.05263819  0.07813941]"
56,0.4,-0.9125924382876782,0.07609819738751122,-0.9922215109591283,-1.01646034472069,0.0014148558061679584,"[-0.00331221 -0.02495324  0.08571734 -0.01106471 -0.07936323  0.05887795
 -0.05452514  0.08002636]"
57,0.4,-0.9131757108634518,0.07296319193072254,-0.9928556775072546,-1.0150083590007852,0.0012205451562242176,"[-0.00711768 -0.02114778  0.0895228  -0.01487018 -0.07555776  0.05507248
 -0.05071967  0.08383182]"
58,0.4,-0.9342985105718155,0.05452662119309526,-1.0158215660715348,-1.0132341838019785,0.0013773910616246,"[-0.01020335 -0.0180621   0.09260848 -0.0117845  -0.07247208  0.05815816
 -0.047634    0.0869175 ]"
59,0.4,-0.9231746693052808,0.03974184950865478,-1.003727104046559,-1.0131895906903081,0.001299790471487372,"[-0.00870937 -0.01656812  0.0911145  -0.01029052 -0.07396607  0.05666417
 -0.04614001  0.08542351]"
60,0.4,-0.9369232371627954,0.047194400026980166,-1.0186753155381019,-1.0140808478419785,0.0010627811640863266,"[-0.01033642 -0.01819517  0.09274154 -0.00866347 -0.07559312  0.05503712
 -0.04776706  0.08379647]"
61,0.4,-0.9395063014269347,0.05153514524777436,-1.021483767394089,-1.013348068713094,0.0011231387880548116,"[-0.00905002 -0.01948156  0.09402794 -0.00994987 -0.07430672  0.05632352
 -0.04648066  0.08508287]"
62,0.4,-0.9511717529424016,0.03848109296692215,-1.0341670983566105,-1.0137435821117833,0.0013681045251230511,"[-0.01068817 -0.02111971  0.0923898  -0.01158801 -0.07594486  0.05796167
 -0.04811881  0.08672101]"
63,0.4,-0.9433392354963023,0.033970365594425456,-1.0256511475674888,-1.0139774621711697,0.0013044553511282336,"[-0.00944995 -0.02235793  0.09362801 -0.01282623 -0.07470665  0.05919989
 -0.04935702  0.0854828 ]"
64,0.4,-0.9522549734402667,0.07046139504657534,-1.0353448362317021,-1.0140775764324645,0.0017970321238136716,"[-0.00649313 -0.02531474  0.09067119 -0.01578305 -0.07174983  0.0621567
 -0.05231384  0.08843961]"
65,0.4,-0.9490053119466724,0.035498243563309106,-1.0318116226064282,-1.0143068541125102,0.001988374085669875,"[-0.00753032 -0.02427756  0.08963401 -0.01682023 -0.07278701  0.06319389
 -0.05335103  0.0894768 ]"
66,0.4,-0.9503801687324238,0.055542788485281935,-1.0333064437555826,-1.0141169216265553,0.001935025804080448,"[-0.00667395 -0.02513392  0.09049037 -0.0176766  -0.07364338  0.06405025
 -0.05249467  0.08862044]"
67,0.4,-0.9635454640141652,0.04445095758184059,-1.047620488699,-1.013252010373253,0.0020232899433097473,"[-0.00527828 -0.02652959  0.09188604 -0.01907227 -0.0722477   0.06544592
 -0.05109899  0.09001611]"
68,0.4,-0.9608374127695033,0.07515743857157076,-1.0446761440112717,-1.0122272523618447,0.0023583237034176113,"[-0.00018366 -0.02143498  0.08679142 -0.01397765 -0.07734232  0.07054054
 -0.04600438  0.08492149]"
69,0.4,-0.9754192271638373,0.04806743323817342,-1.060530307714424,-1.012403570952665,0.002291157330823204,"[-0.00116798 -0.02045066  0.08777574 -0.01299334 -0.07635801  0.07152486
 -0.04698869  0.08393718]"
70,0.4,-0.9749192792417458,0.046813237039448286,-1.0599867363874587,-1.012978654267863,0.0024884300742356175,"[-0.00401716 -0.02329984  0.08492656 -0.01584252 -0.07350882  0.07437404
 -0.04983787  0.08108799]"
71,0.4,-0.9730861368607436,0.07559406119995571,-1.0579936415219193,-1.011628191579075,0.002637518217558102,"[-0.00193021 -0.0253868   0.08701351 -0.01375556 -0.07142187  0.07646099
 -0.04775092  0.08317495]"
72,0.4,-0.9840433288199147,0.08586875584269293,-1.0699069131045738,-1.0108148330447877,0.0029441399825513997,"[-0.00603307 -0.02948966  0.08291065 -0.01785843 -0.07552473  0.08056386
 -0.04364806  0.07907209]"
73,0.4,-0.9765857723153837,0.07020469571287125,-1.0617986408106757,-1.0105364136041317,0.0029971598090777207,"[-0.00672405 -0.03018064  0.08221967 -0.01716744 -0.07483375  0.07987287
 -0.04295707  0.07976307]"
74,0.4,-0.9723778773044475,0.06732686315226255,-1.057223582142052,-1.0095546445394576,0.0033687519288283646,"[-0.01140115 -0.02550355  0.07754257 -0.01249034 -0.07951085  0.08454997
 -0.03827997  0.07508597]"
75,0.4,-0.9666284762003957,0.04958591838700621,-1.050972511881952,-1.0097447702610225,0.003554685708473393,"[-0.01214635 -0.02624875  0.07679737 -0.01323555 -0.08025605  0.08529517
 -0.03902518  0.07583118]"
76,0.4,-0.9731277991875845,0.05980579383915163,-1.0580389391324996,-1.0098626363784204,0.0035013230259069023,"[-0.01278113 -0.02688353  0.07743214 -0.01260077 -0.07962127  0.08592995
 -0.03965996  0.0751964 ]"
77,0.4,-0.9673783980835329,0.1083367141506768,-1.0517878688723996,-1.0099868374138168,0.003445389430876633,"[-0.01211046 -0.0275542   0.07810282 -0.01193009 -0.0789506   0.08660063
 -0.04033063  0.07452572]"
78,0.4,-0.9783355900427038,0.023079097358807088,-1.063701140455054,-1.0105655642897546,0.0036746352008388966,"[-0.00938598 -0.03027868  0.07537834 -0.00920562 -0.07622612  0.0893251
 -0.04305511  0.07180124]"
79,0.4,-0.9707947088844913,0.06451001931977918,-1.0555022729399954,-1.0115452366087994,0.0030646900678482775,"[-0.01186905 -0.02779561  0.07786141 -0.01168869 -0.07374305  0.08684203
 -0.04553818  0.06931817]"
80,0.4,-0.9706280595771275,0.06252474677057718,-1.0553210824976738,-1.0093957417440833,0.0026945407671625926,"[-0.01677077 -0.03269732  0.08276313 -0.01659041 -0.06884133  0.08194032
 -0.04063647  0.07421989]"
81,0.4,-0.9623372565357774,0.05650494775305237,-1.046306857992167,-1.0095489480532704,0.0026300483023690285,"[-0.01765497 -0.03181312  0.08364733 -0.0157062  -0.06795713  0.08282452
 -0.04152067  0.07333569]"
82,0.4,-0.9685866055619206,0.0701115182804617,-1.0531014995792323,-1.0097027648589574,0.002564678811839763,"[-0.01674769 -0.03090584  0.08455461 -0.01479892 -0.06704985  0.0837318
 -0.04242795  0.0724284 ]"
83,0.4,-0.9695031767524216,0.05722345382073124,-1.0540980470120018,-1.0097180885604757,0.0025336982272969877,"[-0.01631324 -0.03047139  0.08412017 -0.01523337 -0.06748429  0.08329735
 -0.0419935   0.07199396]"
84,0.4,-0.9495469221956047,0.04854927871660131,-1.032400491543974,-1.007566834325553,0.002203211713145914,"[-0.02112167 -0.03527982  0.0889286  -0.01042494 -0.06267586  0.07848892
 -0.03718507  0.07680239]"
85,0.4,-0.9431309238620975,0.0708019681471812,-1.0254246595145866,-1.0082220306656382,0.002293215546532737,"[-0.02246638 -0.03393512  0.08758389 -0.01176964 -0.06402057  0.07714421
 -0.03852978  0.0781471 ]"
86,0.4,-0.9427559629205293,0.04750797120003791,-1.0250169810193632,-1.0084241835342254,0.0024700173625063493,"[-0.02332118 -0.03308032  0.08672909 -0.01262444 -0.06487537  0.07799901
 -0.03938458  0.0790019 ]"
87,0.4,-0.9512550775960837,0.07702119593681056,-1.0342576935777716,-1.0090024909120985,0.0026784307882735114,"[-0.02042247 -0.03597902  0.0896278  -0.01552315 -0.06777408  0.08089772
 -0.04228328  0.0819006 ]"
88,0.4,-0.9307155504634935,0.05365252135958354,-1.0119259715616176,-1.0074242455753848,0.0024299886498131557,"[-0.02392559 -0.03948214  0.09313091 -0.01902626 -0.06427096  0.07739461
 -0.03878017  0.08540371]"
89,0.4,-0.9200083324653682,0.08486459585861317,-1.0002844856424458,-1.0068000141014637,0.0024907843916308625,"[-0.02478606 -0.03862166  0.09399138 -0.01988674 -0.06341049  0.07825508
 -0.0379197   0.08626419]"
90,0.4,-0.9373398604312051,0.05752040831641492,-1.0191282916439066,-1.0084036510794252,0.002252494124062157,"[-0.02827097 -0.03513675  0.0974763  -0.02337165 -0.06689541  0.07477016
 -0.04140461  0.0897491 ]"
91,0.4,-0.923008019997917,0.06938077864657655,-1.0035459136042373,-1.0087012467658496,0.002528345609707827,"[-0.02693457 -0.03647315  0.0961399  -0.02203525 -0.06823181  0.07610657
 -0.04274102  0.09108551]"
92,0.4,-0.9309238620976981,0.0718104718413719,-1.0121524596145195,-1.008438953509176,0.00257370991190721,"[-0.02756857 -0.03583915  0.09550589 -0.02266925 -0.0675978   0.07547256
 -0.04210701  0.09171951]"
93,0.4,-0.9131757108634516,0.08485432781905033,-0.9928556775072543,-1.0084552652602725,0.002570866391081117,"[-0.02760862 -0.03587919  0.09554593 -0.02270929 -0.06763785  0.0755126
 -0.04214705  0.09167947]"
94,0.4,-0.9031767524216229,0.0699099486455863,-0.9819842509679503,-1.008019452622102,0.0026149623220286244,"[-0.02700085 -0.03648695  0.09615369 -0.02331706 -0.06703008  0.07612037
 -0.04153929  0.09228723]"
95,0.4,-0.8973023643370484,0.07019648050235605,-0.975597287876109,-1.0080027930132929,0.0026096961530056723,"[-0.02692737 -0.03641347  0.09622718 -0.02339054 -0.06710356  0.07619385
 -0.04146581  0.09221375]"
96,0.4,-0.8940943651702946,0.09104381936247763,-0.9721093718614153,-1.008545634906477,0.0028299616517415416,"[-0.02989719 -0.03938329  0.099197   -0.02636036 -0.07007339  0.07916367
 -0.04443563  0.09518358]"
97,0.4,-0.890303093427768,0.09535467281409171,-0.967987289298596,-1.008655379344418,0.0027724921655283286,"[-0.03066585 -0.04015195  0.09996565 -0.02559171 -0.06930473  0.07993232
 -0.04520428  0.09441492]"
98,0.4,-0.8967607540881157,0.08137237105689166,-0.9750084189385632,-1.0101409409908226,0.002531034705030244,"[-0.03397061 -0.04345671  0.10327042 -0.02228694 -0.0726095   0.07662756
 -0.04850905  0.09771969]"
99,0.4,-0.8985522341422767,0.078377802210982,-0.9769562161935218,-1.0116286954144016,0.002296252833639559,"[-0.03737132 -0.04005601  0.09986971 -0.02568765 -0.06920879  0.07322685
 -0.05190975  0.09431898]"
100,0.4,-0.8766795125507759,0.08928111459891275,-0.9531749706387938,-1.0100167976292143,0.0020495408413484656,"[-0.04111322 -0.04379791  0.10361162 -0.02194574 -0.06546689  0.06948495
 -0.04816785  0.09806088]"
1,0.7,-0.9329313929313932,0.108770364752383,-1.0247427465814618,-1.009723972053325,0.0028531324239858963,"[-0.05246814 -0.03244299  0.11496654 -0.03330067 -0.05411197  0.08083987
 -0.03681293  0.10941581]"
2,0.7,-0.9546153846153846,0.09847969102722143,-1.0485606965008907,-1.0144071594811976,0.0023969331637459096,"[-0.04602792 -0.02600277  0.12140675 -0.03974088 -0.06055218  0.08728009
 -0.04325314  0.10297559]"
3,0.7,-0.9431185031185031,0.13978193816175066,-1.0359323874832067,-1.0077536489192198,0.003469914215365036,"[-0.06036502 -0.04033987  0.10706965 -0.02540378 -0.07488928  0.10161718
 -0.02891605  0.08863849]"
4,0.7,-0.94010395010395,0.1302701329459499,-1.0326211672163637,-1.007143256512768,0.0031878380926964184,"[-0.06152096 -0.03918393  0.10822559 -0.02424784 -0.07373334  0.10046124
 -0.02776011  0.08748255]"
5,0.7,-0.953128898128898,0.11946286461855138,-1.0469279223693093,-1.0090933683326058,0.003479337733038046,"[-0.06509219 -0.03561271  0.10465437 -0.02781906 -0.07016212  0.09689002
 -0.03133133  0.09105378]"
6,0.7,-0.9678794178794179,0.14725579492414864,-1.0631300656749998,-1.0123939603253804,0.0027873085243446255,"[-0.06215727 -0.03854762  0.10758929 -0.03075398 -0.07309703  0.0939551
 -0.03426624  0.08811886]"
7,0.7,-0.9793243243243243,0.11300495690343393,-1.075701284688083,-1.0243305111569498,0.0017945264863668126,"[-0.04714851 -0.05355639  0.12259805 -0.04576275 -0.0881058   0.07894634
 -0.04927501  0.10312763]"
8,0.7,-0.9689916839916841,0.14572356646648843,-1.0643517917734557,-1.0286467372055994,0.0024631858280423913,"[-0.05721692 -0.04348797  0.13266647 -0.05583116 -0.09817421  0.08901476
 -0.05934343  0.11319604]"
9,0.7,-0.9778274428274428,0.1325212516965144,-1.0740570925555817,-1.0290388329394773,0.0023836488555775137,"[-0.05836179 -0.0423431   0.13381134 -0.0546863  -0.09702935  0.09015962
 -0.06048829  0.11205118]"
10,0.7,-0.9749584199584199,0.11996286569631254,-1.0709057243016207,-1.0329855981421132,0.0031407137703754057,"[-0.04839169 -0.032373    0.14378144 -0.0646564  -0.10699945  0.10012972
 -0.0704584   0.12202128]"
11,0.7,-0.9877754677754679,0.10136729349532936,-1.0849841194361636,-1.0376177091588035,0.0021775438047048207,"[-0.04386374 -0.03690095  0.14830938 -0.06918434 -0.1115274   0.09560178
 -0.07498634  0.11749333]"
12,0.7,-0.977920997920998,0.10212281845980553,-1.074159854563863,-1.0380804100946988,0.0033213464317195657,"[-0.04906076 -0.03170393  0.14311236 -0.07438136 -0.10633037  0.1007988
 -0.08018336  0.12269035]"
13,0.7,-0.9598856548856549,0.11608391477036206,-1.0543496229674059,-1.0348048109466617,0.004040816234500477,"[-0.04025182 -0.04051287  0.13430342 -0.06557242 -0.11513932  0.10960774
 -0.07137442  0.11388141]"
14,0.7,-0.9603638253638254,0.12507745886795907,-1.0548748510097326,-1.0379817329339858,0.004851599146214802,"[-0.03186316 -0.03212421  0.14269208 -0.07396108 -0.12352797  0.1179964
 -0.07976308  0.12227007]"
15,0.7,-0.9654365904365904,0.132648472598758,-1.0604468354587648,-1.0403786183909687,0.005524917087197656,"[-0.02510017 -0.02536122  0.14945507 -0.06719808 -0.13029097  0.12475939
 -0.08652607  0.12903306]"
16,0.7,-0.939968814968815,0.10559638796376158,-1.032472733204402,-1.0336213857532128,0.004620494208852632,"[-0.01617391 -0.01643496  0.15838133 -0.05827182 -0.12136471  0.11583313
 -0.07759981  0.13795932]"
17,0.7,-0.9334303534303535,0.0921968425706825,-1.0252908106256287,-1.0340959845845645,0.004722535406640971,"[-0.01507677 -0.01533781  0.15728419 -0.05717468 -0.12026756  0.11473599
 -0.07869696  0.13905647]"
18,0.7,-0.9522661122661122,0.10881135540565268,-1.0459802282929371,-1.0362373823794768,0.005384494411080576,"[-0.02159257 -0.02185362  0.15076838 -0.06369049 -0.11375176  0.12125179
 -0.08521276  0.13254066]"
19,0.7,-0.9233575883575883,0.1046892097332377,-1.0142267677340049,-1.0360554432743811,0.005466437416395742,"[-0.02237661 -0.02106958  0.14998434 -0.06447452 -0.11453579  0.12046775
 -0.08442873  0.1333247 ]"
20,0.7,-0.9202598752598755,0.14297544236610915,-1.0108242034598012,-1.0359895141853483,0.005973901658386238,"[-0.02398343 -0.01946276  0.14837752 -0.0628677  -0.11292897  0.12207457
 -0.08603555  0.13493152]"
21,0.7,-0.9130561330561331,0.09465339709860565,-1.0029115288221382,-1.0363040902098875,0.005823735970275301,"[-0.02542687 -0.0209062   0.14982096 -0.06431114 -0.11148554  0.12351801
 -0.08747898  0.13348808]"
22,0.7,-0.9038669438669439,0.09264292811374641,-0.9928180160087271,-1.036934380067396,0.006339616684726546,"[-0.02701334 -0.01931972  0.14823448 -0.06272467 -0.11307201  0.12510449
 -0.08906546  0.13507456]"
23,0.7,-0.9213513513513514,0.11446589038818233,-1.0120230935564165,-1.0386495084763738,0.007001977704102436,"[-0.03285653 -0.01347654  0.15407767 -0.05688148 -0.1189152   0.13094767
 -0.09490865  0.14091774]"
