Iteration,g,Energy,Trace,RescaledEnergy,ExactEnergy,ExactTrace,Params
63,0.8,-0.9636552656201267,0.04455996000973017,-1.0588809825172498,-1.1042483735829591,0.0020977710762091206,"[-0.06671951 -0.04649343  0.34132416 -0.12938367 -0.25323949  0.11780907
 -0.20475195  0.26855063]"
64,0.8,-1.0109782721696643,0.06429898829919223,-1.1108803161571679,-1.1039352200459687,0.002400153697156862,"[-0.06486756 -0.04834538  0.33947221 -0.13123562 -0.25138754  0.11966102
 -0.20660391  0.27040259]"
65,0.8,-1.010437675434037,0.06491380215186515,-1.1102862991647962,-1.1036905282642693,0.0022563214322617875,"[-0.06400388 -0.04920906  0.34033589 -0.13037194 -0.25052386  0.11879735
 -0.20574023  0.26953891]"
66,0.8,-1.0106455972554318,0.08309397453914635,-1.110514767238785,-1.1037341984454543,0.002261449286787412,"[-0.06418221 -0.04903073  0.34015756 -0.13019361 -0.25034553  0.11861902
 -0.20591856  0.26971724]"
67,0.8,-1.0312714419378315,0.06474464300184168,-1.1331788001785033,-1.1031409626826643,0.0023022204698967125,"[-0.06364035 -0.04957259  0.34069942 -0.13073547 -0.24980367  0.11916088
 -0.2053767   0.2702591 ]"
68,0.8,-1.0299823266451815,0.06703682705979941,-1.1317622981197708,-1.1025142853613943,0.002446083894776463,"[-0.05900939 -0.04494163  0.33606845 -0.12610451 -0.25443464  0.12379184
 -0.20074573  0.26562813]"
69,0.8,-1.0491943029420936,0.04768002542048455,-1.1528727481563628,-1.1025131657719611,0.0024469834617322356,"[-0.05899546 -0.04495555  0.33605453 -0.12611843 -0.25444856  0.12377792
 -0.20073181  0.26564206]"
70,0.8,-1.058758706726271,0.05640916446903477,-1.1633822795598612,-1.103016872005537,0.0026402210976894797,"[-0.06181946 -0.04777955  0.33323053 -0.12894243 -0.25162456  0.12660192
 -0.20355581  0.26281806]"
71,0.8,-1.0470735003638632,0.03888937839675588,-1.1505423738016742,-1.1004404867067934,0.0027583159069611285,"[-0.05951327 -0.05008575  0.33553672 -0.12663624 -0.24931836  0.12890811
 -0.20124961  0.26512425]"
72,0.8,-1.0523962989915794,0.06765391048770208,-1.1563911564957952,-1.0998287941794842,0.0030463111991039377,"[-0.06346538 -0.05403786  0.33158461 -0.13058835 -0.25327048  0.13286023
 -0.1972975   0.26117214]"
73,0.8,-1.0378833558581975,0.08543370457232902,-1.1404440849313564,-1.1006914938800036,0.0029825250175802426,"[-0.06195312 -0.0525256   0.33309687 -0.13210061 -0.25478274  0.13437249
 -0.19880976  0.25965988]"
74,0.8,-1.0579270194406902,0.08295964899750974,-1.1624684072639049,-1.0999662397429348,0.003168412777097021,"[-0.06624977 -0.04822895  0.32880022 -0.12780395 -0.25907939  0.13866914
 -0.1945131   0.25536323]"
75,0.8,-1.0612537685830126,0.09499741259611483,-1.16612389644773,-1.099568072753027,0.0029064658645495123,"[-0.06498737 -0.04696654  0.33006262 -0.12654155 -0.25781698  0.13740673
 -0.1932507   0.25410082]"
76,0.8,-1.0691132134317498,0.06628709477199779,-1.1747599896445182,-1.099560096580535,0.002913481698625875,"[-0.06489081 -0.04686998  0.32996606 -0.12663811 -0.25791354  0.13731017
 -0.19315414  0.25419738]"
77,0.8,-1.0745191807880237,0.06097439435556584,-1.1807001595682345,-1.099516780814156,0.002944707602151722,"[-0.06531678 -0.04644401  0.32954009 -0.12706408 -0.25833952  0.1368842
 -0.19272816  0.25462336]"
78,0.8,-1.067990435596216,0.08172547573363609,-1.1735262620449771,-1.1001326669938862,0.0030740629862081037,"[-0.06247086 -0.04928993  0.32669416 -0.12421816 -0.2554936   0.13973012
 -0.19557408  0.25177743]"
79,0.8,-1.0641646740825448,0.08268854172296058,-1.1693224494835774,-1.101147844642401,0.002733396028714155,"[-0.06445635 -0.04730443  0.32867966 -0.12620366 -0.2535081   0.13774463
 -0.19755958  0.24979194]"
80,0.8,-1.0245763592889074,0.04954572586979933,-1.1258221281960545,-1.0991706258617342,0.002624633741319174,"[-0.06731891 -0.05016699  0.33154222 -0.12906621 -0.25064554  0.13488207
 -0.19469702  0.2526545 ]"
81,0.8,-1.0227050628963508,0.051569699959365334,-1.1237659155301523,-1.099159475089982,0.002635241249114975,"[-0.06716122 -0.05032469  0.33138452 -0.12922391 -0.25080324  0.13472437
 -0.19453933  0.25281219]"
82,0.8,-1.0130574903836158,0.08150714215107735,-1.1131649968970587,-1.0991259192582217,0.0026603150820320304,"[-0.06753033 -0.0506938   0.33101541 -0.12959302 -0.25117235  0.13435526
 -0.19417021  0.2531813 ]"
83,0.8,-1.024160515646117,0.07970430774131665,-1.1253651920480763,-1.0996000464539974,0.002575717003933997,"[-0.06584007 -0.04900354  0.32932516 -0.13128328 -0.2528626   0.13266501
 -0.19247996  0.25149105]"
84,0.8,-1.0040336833350663,0.08156782652471728,-1.1032494824859322,-1.0974472372326998,0.002373445503893956,"[-0.06894237 -0.05210584  0.33242745 -0.12818098 -0.24976031  0.12956271
 -0.18937767  0.25459334]"
85,0.8,-0.9802474269674603,0.05806040586458283,-1.0771127348215797,-1.0990585234947503,0.0025105888524763614,"[-0.07107416 -0.04997404  0.33029565 -0.13031278 -0.25189211  0.12743092
 -0.19150946  0.25672514]"
86,0.8,-0.9537166025574382,0.058975150539876564,-1.0479602085805713,-1.0988772262353448,0.002408980538410335,"[-0.07049975 -0.05054846  0.33087007 -0.12973836 -0.25131769  0.12685651
 -0.19093505  0.25615072]"
87,0.8,-0.9529680840004158,0.08033899175614345,-1.0471377235142105,-1.0995948373340068,0.0026686368001861555,"[-0.06719811 -0.05385009  0.3341717  -0.13304    -0.25461933  0.13015814
 -0.19423668  0.25945236]"
88,0.8,-0.9620334754132447,0.10468110606192615,-1.0570989315401351,-1.0984608754981309,0.0026130268288478004,"[-0.06883843 -0.0554904   0.33581202 -0.13468031 -0.25297901  0.12851782
 -0.19259637  0.26109267]"
89,0.8,-0.9085143985861315,0.05328144114699773,-0.9982912492953424,-1.097940798290074,0.0026502010341437204,"[-0.06929233 -0.05503651  0.33626591 -0.13513421 -0.25252511  0.12897172
 -0.19214247  0.26154657]"
90,0.8,-0.9895623245659633,0.0733596673649144,-1.0873481045362912,-1.1013250576332212,0.0024817735336392227,"[-0.07466083 -0.049668    0.34163442 -0.14050271 -0.25789362  0.12360322
 -0.19751097  0.26691507]"
91,0.8,-0.9683542987836574,0.08609356709349658,-1.0640443609894037,-1.101487337425351,0.0025484538795730316,"[-0.07416169 -0.05016715  0.34113527 -0.14000357 -0.25839276  0.12410236
 -0.19801011  0.26741421]"
92,0.8,-0.9565443393284127,0.06787081586428778,-1.0510673743868233,-1.1019905513152481,0.0024906884573754895,"[-0.07326293 -0.0510659   0.34203403 -0.13910482 -0.25929151  0.12500112
 -0.19890887  0.26651546]"
93,0.8,-0.9873167688948954,0.0541760794069428,-1.0848806493372087,-1.1027071705553682,0.0024539641271093537,"[-0.07460483 -0.0524078   0.34337593 -0.14044672 -0.26063341  0.12634302
 -0.20025077  0.26517356]"
94,0.8,-1.0187129639255639,0.044213803299682164,-1.119379328509562,-1.1023792322725054,0.002477650080371499,"[-0.07430065 -0.05271198  0.34368011 -0.1407509  -0.26032923  0.1266472
 -0.19994659  0.26547774]"
95,0.8,-1.037259590394012,0.06514014867518947,-1.1397586807093893,-1.102583919139579,0.002499146310860359,"[-0.07508342 -0.05349474  0.34289734 -0.13996813 -0.25954647  0.12586443
 -0.20072935  0.2662605 ]"
96,0.8,-1.0280694458883461,0.06754430832930214,-1.1296603918390713,-1.1030485212802887,0.0027085178834485024,"[-0.07771919 -0.05613051  0.34553312 -0.1426039  -0.26218224  0.1285002
 -0.20336513  0.26889627]"
97,0.8,-1.0348061129015491,0.060108894811989,-1.137062757436318,-1.1030374811030923,0.0027217568111637253,"[-0.07751666 -0.05592799  0.34533059 -0.14280643 -0.26238477  0.12829768
 -0.2031626   0.2690988 ]"
98,0.8,-1.0610458467616175,0.06128795022066669,-1.165895428373741,-1.1057880621869118,0.0024226530868257795,"[-0.08210169 -0.06051302  0.34991562 -0.1382214  -0.2669698   0.12371265
 -0.20774763  0.27368383]"
99,0.8,-1.0903628235783345,0.046565181661426536,-1.1981094268062034,-1.1082676041405648,0.0022629099888527154,"[-0.08636016 -0.05625455  0.34565715 -0.14247986 -0.26271133  0.11945418
 -0.21200609  0.26942536]"
100,0.8,-1.0608379249402224,0.09804391889875719,-1.1656669602997523,-1.1061954442411663,0.002084748198072861,"[-0.089564   -0.0594584   0.348861   -0.13927602 -0.25950748  0.11625034
 -0.20880225  0.27262921]"
1,0.9,-0.9609647302904564,0.05125008103990436,-1.0288877754165981,-1.1009264001273549,0.003591634870892202,"[-0.10752403 -0.04149838  0.36682102 -0.15723604 -0.24154746  0.13421036
 -0.19084222  0.29058923]"
2,0.9,-0.9413485477178423,0.12400958973927567,-1.0078850790499976,-1.1096188521478327,0.003310495723980955,"[-0.09509214 -0.02906649  0.37925291 -0.16966793 -0.25397935  0.14664225
 -0.20327411  0.27815734]"
3,0.9,-0.9287759336099586,0.14842677968126683,-0.9944238056516265,-1.107899165089475,0.003470372864022908,"[-0.10358621 -0.03756056  0.37075884 -0.16117385 -0.26247343  0.15513632
 -0.19478004  0.26966326]"
4,0.9,-0.9290560165975105,0.09829248436617055,-0.9947236855045605,-1.1047040231293068,0.002287709662442128,"[-0.11117366 -0.02997311  0.37834629 -0.1535864  -0.25488598  0.14754888
 -0.18719259  0.26207581]"
5,0.9,-0.9440248962655602,0.08262120689769725,-1.0107505976447004,-1.1085421644384044,0.0028969018757294407,"[-0.12212515 -0.01902163  0.3673948  -0.16453789 -0.24393449  0.13659739
 -0.19814407  0.2730273 ]"
6,0.9,-0.8963485477178421,0.0887887000929728,-0.9597043826785994,-1.1151764392503536,0.0024276415903124043,"[-0.11677063 -0.02437614  0.37274931 -0.1698924  -0.249289    0.13124288
 -0.20349858  0.26767279]"
7,0.9,-0.9455186721991702,0.09513381064554949,-1.0123499568603485,-1.1268396509927698,0.0025961335024252824,"[-0.10130495 -0.03984183  0.388215   -0.18535808 -0.26475469  0.1157772
 -0.21896427  0.28313847]"
8,0.9,-0.9595435684647303,0.10283825284057424,-1.0273661628294888,-1.1287224295316265,0.0032655105209222907,"[-0.11160063 -0.02954615  0.39851068 -0.19565376 -0.27505037  0.12607287
 -0.22925995  0.29343415]"
9,0.9,-0.9504979253112034,0.08260846463069349,-1.0176811542458422,-1.1286506433971226,0.0033960654152466324,"[-0.10869089 -0.03245588  0.39560094 -0.1985635  -0.2779601   0.12316314
 -0.22635021  0.29634389]"
10,0.9,-0.9965456431535269,0.09508832139876411,-1.0669836234004377,-1.1306206905515865,0.00421028823485714,"[-0.09915735 -0.02292234  0.40513449 -0.20809704 -0.28749365  0.13269668
 -0.23588376  0.30587743]"
11,0.9,-0.9860892116182572,0.09134377825623341,-1.0557881088909011,-1.1378593766596168,0.0038963274792585545,"[-0.09245897 -0.02962071  0.41183286 -0.21479542 -0.29419202  0.12599831
 -0.24258213  0.29917906]"
12,0.9,-1.0217531120331949,0.10454073772340555,-1.0939728101644988,-1.136568864621222,0.004518069977530681,"[-0.09799424 -0.02408545  0.4062976  -0.22033068 -0.28865676  0.13153358
 -0.2481174   0.30471432]"
13,0.9,-1.0276763485477178,0.09836971983780729,-1.1003147137209923,-1.1356839133659378,0.004430018401514746,"[-0.08887878 -0.03320091  0.39718214 -0.21121522 -0.29777222  0.14064904
 -0.23900193  0.29559886]"
14,0.9,-1.0335684647302905,0.08888932911628311,-1.1066232972938264,-1.1369916192954406,0.005111044478206317,"[-0.08235545 -0.02667758  0.40370546 -0.21773854 -0.30429554  0.14717236
 -0.24552526  0.30212218]"
15,0.9,-1.0456120331950207,0.09741723436805105,-1.1195181309699889,-1.1378352159284988,0.005282785862675221,"[-0.0778552  -0.02217733  0.40820572 -0.21323829 -0.3087958   0.15167262
 -0.25002551  0.30662244]"
16,0.9,-1.0731639004149378,0.10926281118766457,-1.1490174231697199,-1.133786515740212,0.0048662385732713975,"[-0.07225158 -0.01657371  0.41380933 -0.20763467 -0.30319218  0.146069
 -0.2444219   0.31222606]"
17,0.9,-1.0491078838174275,0.11108408687797544,-1.1232610758010542,-1.1343280672212133,0.004868199233044379,"[-0.07027587 -0.014598    0.41183362 -0.20565896 -0.30121647  0.14409329
 -0.24639761  0.31420177]"
18,0.9,-1.0655290456431536,0.12298002059230329,-1.1408429205119632,-1.1350383639219217,0.005273614181679209,"[-0.07547737 -0.0197995   0.40663213 -0.21086046 -0.29601498  0.14929479
 -0.25159911  0.30900027]"
19,0.9,-1.0887240663900415,0.13203818658635935,-1.1656774149993874,-1.135031011933461,0.005461165843018145,"[-0.07788086 -0.01739601  0.40422863 -0.21326395 -0.29841847  0.14689129
 -0.24919561  0.31140376]"
20,0.9,-1.0986514522821575,0.150345607979274,-1.176306489786715,-1.1343316791113467,0.005790345826420185,"[-0.08015018 -0.01512669  0.40195931 -0.21099464 -0.29614915  0.14916061
 -0.25146493  0.31367308]"
21,0.9,-1.0969398340248961,0.12722023414841832,-1.1744738906854515,-1.1343186490121298,0.005786315535666553,"[-0.08046762 -0.01544412  0.40227675 -0.21131207 -0.29583171  0.14947805
 -0.25178237  0.31335564]"
22,0.9,-1.079439834024896,0.10841146391995204,-1.1557369532076855,-1.1330212140223013,0.005199865675443116,"[-0.07602923 -0.01988251  0.40671514 -0.21575046 -0.29139332  0.14503966
 -0.24734398  0.30891725]"
23,0.9,-1.0676141078838173,0.11661115765820051,-1.1430753594171383,-1.1335172844585033,0.005354932558877812,"[-0.08001606 -0.01589568  0.41070197 -0.21176363 -0.29538015  0.14902649
 -0.25133081  0.31290408]"
24,0.9,-1.078526970954357,0.11725906829016886,-1.1547595670203454,-1.134644265822135,0.005256289669946179,"[-0.07766768 -0.01824407  0.40835358 -0.21411202 -0.29772854  0.14667811
 -0.24898242  0.3105557 ]"
25,0.9,-1.0688796680497925,0.10307317585536313,-1.1444303720859514,-1.1303102212492377,0.004830711802910281,"[-0.07181272 -0.02409902  0.41420854 -0.20825706 -0.29187358  0.14082315
 -0.24312747  0.31641066]"
26,0.9,-1.0432365145228215,0.0919232125850602,-1.1169747055506596,-1.1304552305256947,0.004829680320490803,"[-0.07242062 -0.02349113  0.41360065 -0.20764917 -0.29126569  0.14021526
 -0.24373536  0.31701855]"
27,0.9,-1.0333195020746888,0.11159940716067873,-1.1063567374245518,-1.1361634871107524,0.004030172617680572,"[-0.07760609 -0.02867661  0.41878612 -0.20246369 -0.29645116  0.13502978
 -0.24892084  0.31183307]"
28,0.9,-1.0353630705394192,0.0943464432996326,-1.1085447496848482,-1.1387787998188286,0.0039818369481858795,"[-0.0808734  -0.0254093   0.41551882 -0.19919639 -0.29971847  0.13176248
 -0.25218814  0.31510038]"
29,0.9,-1.000207468879668,0.08139561039498755,-1.0709042748110194,-1.1434686557506213,0.003435163944348965,"[-0.08552676 -0.03006267  0.42017218 -0.19454302 -0.30437184  0.12710911
 -0.25684151  0.31044701]"
30,0.9,-0.9908091286307052,0.08603014557328748,-1.0608416397459002,-1.1443539115134627,0.003834964640630059,"[-0.08038735 -0.02492326  0.42531159 -0.19968243 -0.30951124  0.13224852
 -0.26198092  0.31558642]"
31,0.9,-0.9911514522821576,0.0893278733441949,-1.0612081595661529,-1.1491546887787991,0.004026164551621747,"[-0.07258888 -0.03272174  0.43311007 -0.20748091 -0.31730972  0.12445004
 -0.26977939  0.3233849 ]"
32,0.9,-0.9787551867219915,0.0979151034159007,-1.0479356994085178,-1.1464490613085219,0.003861241987250852,"[-0.07655303 -0.03668589  0.43707422 -0.20351676 -0.31334557  0.12048589
 -0.26581524  0.32734905]"
33,0.9,-0.9515871369294607,0.1023532708568271,-1.0188473536739189,-1.1471969396225177,0.0040708991540781,"[-0.07177981 -0.03191267  0.432301   -0.20828997 -0.30857236  0.12525911
 -0.27058846  0.32257584]"
34,0.9,-0.9679149377593361,0.09871911710348136,-1.0363292384338498,-1.14544283230789,0.004193631730233571,"[-0.07327276 -0.03041973  0.43379395 -0.20978292 -0.30707941  0.12675205
 -0.26909551  0.32406878]"
35,0.9,-0.9665871369294605,0.07517842743923309,-1.0349075857977181,-1.145846443064511,0.004220114639821804,"[-0.07707627 -0.02661622  0.43759746 -0.20597941 -0.31088292  0.13055556
 -0.27289902  0.32787229]"
36,0.9,-1.0261618257261411,0.09050872948688204,-1.0986931411829046,-1.1435743695707061,0.004064928747674834,"[-0.08027382 -0.02981377  0.44079501 -0.20278185 -0.30768536  0.12735801
 -0.26970146  0.33106985]"
37,0.9,-0.9940560165975104,0.08407481566247887,-1.064318024707691,-1.143730900308583,0.004051414133789122,"[-0.07999122 -0.02953117  0.44107762 -0.20249925 -0.30796797  0.12764061
 -0.26998407  0.33078724]"
38,0.9,-1.0101141078838174,0.1131625587185221,-1.0815111362759076,-1.1431890408275651,0.0038860840891513093,"[-0.08179833 -0.03133828  0.44288474 -0.20069213 -0.30616085  0.1258335
 -0.26817695  0.32898012]"
39,0.9,-1.0322406639004151,0.1053617476812021,-1.1052016446576949,-1.1452622626908124,0.003995079702407089,"[-0.07918439 -0.03395222  0.44027079 -0.20330607 -0.3087748   0.12321956
 -0.2707909   0.33159407]"
40,0.9,-1.0435995850622406,0.08516305500038723,-1.1173634386933518,-1.1392163800541313,0.004028785930359824,"[-0.0840872  -0.02904941  0.44517361 -0.19840326 -0.30387198  0.12812237
 -0.26588808  0.33649688]"
41,0.9,-1.0588589211618258,0.09257771061872844,-1.1337013373476459,-1.1432896639918906,0.0042118334631249255,"[-0.07776083 -0.02272304  0.45149998 -0.20472963 -0.31019835  0.121796
 -0.27221445  0.34282325]"
42,0.9,-1.067883817427386,0.0880338112848702,-1.1433641326088528,-1.1492104768403806,0.004292456899062325,"[-0.08379836 -0.02876057  0.4575375  -0.21076716 -0.31623588  0.11575847
 -0.27825198  0.33678572]"
43,0.9,-1.0675207468879668,0.1397431317333533,-1.1429753994661607,-1.149260915920604,0.0043159058177346665,"[-0.08293064 -0.02789284  0.45666978 -0.21163488 -0.3171036   0.11489075
 -0.27738425  0.33765345]"
44,0.9,-1.0970020746887967,0.10278534163541453,-1.1745405306527705,-1.1496864755521528,0.004270229560267291,"[-0.07974877 -0.03107471  0.45985164 -0.20845301 -0.32028547  0.11807262
 -0.28056612  0.34083531]"
45,0.9,-1.099304979253112,0.10827786510924597,-1.1770062094435612,-1.1497992080287076,0.004256524387198424,"[-0.08003167 -0.0307918   0.46013455 -0.20817011 -0.32000256  0.11778971
 -0.28084903  0.34055241]"
46,0.9,-1.1107157676348547,0.1314504963787786,-1.1892235367853172,-1.1483333118725567,0.004348063963777682,"[-0.07872655 -0.03209693  0.46143968 -0.20947524 -0.31869743  0.11909484
 -0.2795439   0.34185754]"
47,0.9,-1.106473029045643,0.14372636603991618,-1.1846809123464277,-1.148095918353647,0.004109770603113683,"[-0.08372917 -0.03709955  0.45643706 -0.20447261 -0.32370005  0.12409746
 -0.27454127  0.33685491]"
48,0.9,-1.0869709543568464,0.1083715618009713,-1.1638003892532447,-1.1483333904179744,0.004289788172514797,"[-0.08622831 -0.0395987   0.4589362  -0.20697176 -0.3261992   0.12659661
 -0.27704042  0.33935406]"
49,0.9,-1.1170850622406638,0.07523936406372744,-1.196043026774261,-1.1475898285279982,0.004531815428900965,"[-0.08348667 -0.03685705  0.45619455 -0.20971341 -0.32345755  0.12933825
 -0.27978207  0.3420957 ]"
50,0.9,-1.1006742738589212,0.12346872408095488,-1.178472288724572,-1.147312199359294,0.004791172062628357,"[-0.08873087 -0.04210126  0.45095035 -0.21495761 -0.32870176  0.13458246
 -0.27453786  0.3368515 ]"
51,0.9,-1.0584751037344398,0.08326632724550453,-1.1332903908825138,-1.151987044059206,0.0043439282843876215,"[-0.08398153 -0.0468506   0.45569969 -0.21020827 -0.3334511   0.12983312
 -0.2792872   0.33210216]"
52,0.9,-1.054253112033195,0.09568931884571441,-1.1287699797660642,-1.1515457628061996,0.0045482886879713025,"[-0.089058   -0.04177413  0.45062322 -0.21528474 -0.33852757  0.13490959
 -0.27421073  0.32702569]"
53,0.9,-1.036804979253112,0.09035741629500582,-1.110088575594397,-1.1514738379861227,0.0045621313257007134,"[-0.0892168  -0.04161533  0.45046442 -0.21544354 -0.33868637  0.13506839
 -0.27405193  0.32718449]"
54,0.9,-1.0519294605809129,0.06981779431787327,-1.1262820876528339,-1.1534578009974212,0.004686530179458581,"[-0.08647438 -0.04435775  0.447722   -0.21818596 -0.34142879  0.13232597
 -0.27679435  0.32992691]"
55,0.9,-1.0376141078838175,0.064122706446188,-1.1109548951695398,-1.1567263585980982,0.004402267872165633,"[-0.09270796 -0.05059133  0.45395557 -0.21195239 -0.34766237  0.12609239
 -0.28302793  0.33616049]"
56,0.9,-1.018558091286307,0.08261416130177812,-1.0905519585088073,-1.158382910664659,0.004298172950369106,"[-0.09529209 -0.0480072   0.45137144 -0.20936826 -0.3502465   0.12350826
 -0.28561206  0.33874462]"
57,0.9,-1.0099170124481327,0.08888934456173825,-1.0813001097127317,-1.1573938630288467,0.004357944503064426,"[-0.09686898 -0.04643031  0.45294834 -0.21094515 -0.34866961  0.12193137
 -0.28403517  0.34032151]"
58,0.9,-0.9961929460580912,0.11242472173853635,-1.0666059969189652,-1.1535457739140837,0.004352982185851284,"[-0.10058539 -0.0427139   0.45666475 -0.20722874 -0.3449532   0.12564778
 -0.28031876  0.34403792]"
59,0.9,-0.9809439834024897,0.12450239428222254,-1.0502792049258913,-1.1546158805838787,0.0041199811963119615,"[-0.09763246 -0.03976096  0.45371181 -0.2042758  -0.34790613  0.12269484
 -0.27736582  0.34108499]"
60,0.9,-0.9786721991701246,0.1140541569423068,-1.04784684611876,-1.1574254526640289,0.0038935403513795652,"[-0.10101379 -0.0431423   0.45709315 -0.20089447 -0.35128746  0.11931351
 -0.28074715  0.33770365]"
61,0.9,-1.0110995850622406,0.09393400574567945,-1.0825662690917865,-1.157209272996988,0.003908571200583744,"[-0.10078467 -0.04337142  0.45732227 -0.20112359 -0.35105834  0.11954263
 -0.28051803  0.33793278]"
62,0.9,-1.0228630705394193,0.10949652151236422,-1.0951612229150154,-1.1569072692422198,0.0038567839397499193,"[-0.0996227  -0.04220945  0.45848424 -0.19996162 -0.34989637  0.11838066
 -0.27935606  0.33677081]"
63,0.9,-1.0241390041493776,0.11186016272266164,-1.0965273422450479,-1.1569480007281527,0.0038982028650252354,"[-0.09879604 -0.0430361   0.45931089 -0.20078827 -0.34906972  0.11920731
 -0.28018271  0.33594416]"
64,0.9,-1.0432053941908714,0.1355792675537677,-1.1169413855670005,-1.1565346494317055,0.004047639155928318,"[-0.09595794 -0.04587421  0.45647279 -0.20362638 -0.34623161  0.12204542
 -0.28302082  0.33878226]"
65,0.9,-1.0360892116182572,0.10063798120403522,-1.1093222159702323,-1.1560324939666315,0.003941193723712433,"[-0.09398751 -0.04784464  0.45844322 -0.20165595 -0.34426118  0.12007499
 -0.28105039  0.33681183]"
66,0.9,-1.0810995850622407,0.09254720093816116,-1.1575140190028503,-1.1560758682200687,0.003930580386438898,"[-0.09421239 -0.04761976  0.45821834 -0.20143107 -0.3440363   0.11985011
 -0.28127527  0.33703671]"
67,0.9,-1.0697510373443984,0.09995608205893491,-1.1453633316284129,-1.1556132461875679,0.003961237456558742,"[-0.09374225 -0.0480899   0.45868847 -0.20190121 -0.34356617  0.12032025
 -0.28080513  0.33750685]"
68,0.9,-1.0763589211618254,0.07748976598998336,-1.1524382748254114,-1.1553415384492838,0.0037493848128483803,"[-0.08887077 -0.04321842  0.45381699 -0.19702973 -0.34843765  0.12519173
 -0.27593365  0.33263537]"
69,0.9,-1.0812759336099584,0.097693353782204,-1.1577028322435865,-1.1553382826969028,0.0037577094322074345,"[-0.08863122 -0.04345797  0.45357744 -0.19726928 -0.3486772   0.12495217
 -0.2756941   0.33287492]"
70,0.9,-1.0986307053941908,0.1147350022462783,-1.1762842764642756,-1.155724665208254,0.003860547562233363,"[-0.09143047 -0.04625723  0.45077818 -0.20006854 -0.34587794  0.12775143
 -0.27849335  0.33007567]"
71,0.9,-1.1098858921161825,0.1064174103940616,-1.188335003887735,-1.1535369330085814,0.003853228883066509,"[-0.08922408 -0.04846362  0.45298458 -0.19786214 -0.34367155  0.12995782
 -0.27628696  0.33228206]"
72,0.9,-1.1166182572614107,0.12058700346612405,-1.1955432270193709,-1.1530654198024421,0.0040260340723750065,"[-0.09338704 -0.05262658  0.44882162 -0.2020251  -0.34783451  0.13412078
 -0.272124    0.3281191 ]"
73,0.9,-1.107292531120332,0.15510287465863115,-1.1855583385827906,-1.1534403260564432,0.004050305448643821,"[-0.09265304 -0.05189258  0.44955562 -0.20275909 -0.3485685   0.13485478
 -0.272858    0.32738511]"
74,0.9,-1.105778008298755,0.11954318464930402,-1.1839367660447024,-1.1529736746102572,0.003930270232022082,"[-0.09644306 -0.04810256  0.44576559 -0.19896907 -0.35235852  0.1386448
 -0.26906797  0.32359509]"
75,0.9,-1.0868983402489627,0.11519432304095556,-1.1637226426247065,-1.1524426826043055,0.00376516408471389,"[-0.09457566 -0.04623516  0.44763299 -0.19710167 -0.35049113  0.1367774
 -0.26720057  0.32172769]"
76,0.9,-1.0898651452282158,0.10245575810074681,-1.1668991477335628,-1.152425569028128,0.003785079730922805,"[-0.09409227 -0.04575177  0.4471496  -0.19758506 -0.35097452  0.13629401
 -0.26671718  0.32221108]"
77,0.9,-1.0649585062240663,0.08830200939315347,-1.1402320541448752,-1.1523846698459237,0.0038051379897865445,"[-0.09458434 -0.04525971  0.44665754 -0.19807713 -0.35146658  0.13580195
 -0.26622512  0.32270314]"
78,0.9,-1.0950311203319503,0.10087220765568827,-1.1724302650210126,-1.1529465345665815,0.0037270021641069295,"[-0.09193291 -0.04791114  0.44400611 -0.1954257  -0.34881515  0.13845338
 -0.26887655  0.32005171]"
79,0.9,-1.0529460580912862,0.09140567438904879,-1.127370540452372,-1.1534267408773304,0.0037126703968191205,"[-0.09312426 -0.04671978  0.44519746 -0.19661705 -0.3476238   0.13726202
 -0.2700679   0.31886036]"
80,0.9,-1.0445020746887967,0.09071181019471597,-1.1183297182194727,-1.1522289794986134,0.0037742646081575515,"[-0.09495249 -0.04854801  0.44702569 -0.19844528 -0.34579557  0.1354338
 -0.26823968  0.32068858]"
81,0.9,-1.0359336099585064,0.08770656079587225,-1.109155616051936,-1.1522138240397906,0.003795773075899858,"[-0.09440697 -0.04909352  0.44648017 -0.19899079 -0.34634109  0.13488828
 -0.26769416  0.3212341 ]"
82,0.9,-1.00399377593361,0.10114663325425344,-1.0749582061562386,-1.1521710828179492,0.0038179830029400202,"[-0.09497628 -0.04966283  0.44591086 -0.1995601  -0.34691039  0.13431898
 -0.26712485  0.32180341]"
83,0.9,-1.016836099585062,0.09349678720162768,-1.0887082527463239,-1.1525639116647652,0.0038215167003783496,"[-0.09355159 -0.04823814  0.44448617 -0.20098479 -0.34833509  0.13289428
 -0.26570016  0.32037871]"
84,0.9,-0.9890560165975103,0.10117132589291522,-1.0589646139997577,-1.1508561300928704,0.0037216813884555777,"[-0.09618794 -0.05087449  0.44712252 -0.19834844 -0.34569873  0.13025793
 -0.26306381  0.32301507]"
85,0.9,-1.0052282157676347,0.054135705197306816,-1.076279898841392,-1.152091554668732,0.00378836154092356,"[-0.09803839 -0.04902403  0.44527207 -0.20019889 -0.34754919  0.12840747
 -0.26491426  0.32486552]"
86,0.9,-0.9627385892116184,0.08166847983902481,-1.0307870144851805,-1.1517731942702085,0.0037154992086761013,"[-0.09694124 -0.05012118  0.44636922 -0.19910174 -0.34645204  0.12731032
 -0.26381711  0.32376837]"
