Iteration,g,Energy,Trace,RescaledEnergy,ExactEnergy,ExactTrace,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
1,0.85,-1.034155630697353,0.02809523169491257,-1.097858939551295,-1.1230165438668336,0.005721061384988957,-0.1705661436391606,-0.0187708191952185,0.2222489268800456,-0.1596810224203892,-0.014942380218696798,0.030069145478471206,-0.2281362941490198,0.0865617687570768
2,0.85,-1.0308122064532454,0.007295361723128391,-1.0942642785015926,-1.1256205280893483,0.006290814744541129,-0.16519966531895103,-0.01340434087500893,0.22761540520025517,-0.16504750074059876,-0.020308858538906367,0.035435623798680774,-0.23350277246922937,0.08119529043686723
3,0.85,-1.0327779860763946,0.009464445523967857,-1.0965847453796993,-1.1254625777946787,0.00615920127373798,-0.16629630048438968,-0.014500976040447588,0.22651877003481652,-0.16395086557516012,-0.021405493704345024,0.036532258964119435,-0.23240613730379073,0.08009865527142856
4,0.85,-1.0400582734667678,-0.0023305880731945283,-1.1039684832194352,-1.1235149855376223,0.008201184516837268,-0.17243862598987483,-0.00835865053496242,0.23266109554030168,-0.15780854006967496,-0.015263168198859856,0.030389933458634267,-0.22626381179830557,0.0739563297659434
5,0.85,-1.0402200809895878,0.01099610866469014,-1.1041007334710087,-1.1233120811637491,0.00830410989706909,-0.1715589426883452,-0.009238333836492049,0.2335407788418313,-0.15692885676814533,-0.016142851500389483,0.0312696167601639,-0.22538412849677594,0.07307664646441377
6,0.85,-1.0437599134712114,0.026738287633756963,-1.1076110086813857,-1.1263628438638988,0.009709431326401452,-0.1679237664146972,-0.012873510110140058,0.23717595511547931,-0.16056403304179334,-0.01977802777403749,0.027634440486515886,-0.22901930477042395,0.06944147019076576
7,0.85,-1.0595902708344904,0.02941254496390311,-1.1234561446802882,-1.134865013632225,0.012199483844308523,-0.15175622145577047,-0.02904105506906678,0.25334350007440604,-0.17673157800072006,-0.03594557273296421,0.011466895527589165,-0.24518684972935068,0.08560901514969248
8,0.85,-1.0637271199398868,0.026779477787201467,-1.1272383065307268,-1.1356060258811338,0.01139755340395987,-0.15746056334071096,-0.02333671318412631,0.2590478419593465,-0.18243591988566055,-0.04164991461790468,0.017171237412529634,-0.25089119161429113,0.09131335703463295
9,0.85,-1.0622888565640294,0.0355338920867001,-1.1256374781630138,-1.1355992747005075,0.011540552539802074,-0.15852616221162927,-0.022271114313208003,0.2601134408302648,-0.18137032101474224,-0.04058431574698638,0.01823683628344794,-0.2519567904852094,0.09024775816371464
10,0.85,-1.0741697082122117,0.04882766582182185,-1.1378582384305307,-1.136266966338735,0.011051671887108094,-0.15468696160429632,-0.018431913705875057,0.2639526414375977,-0.18520952162207518,-0.04442351635431933,0.022076036890780887,-0.25579599109254236,0.09408695877104759
