0->1,1->2,2->3,3->4,4->5
1.016787322,1.045134618,1.002986899,0.9903265141,0.9592274871
0.8417577573,0.7189689634,0.4865382176,0.886201788,0.4482543671
0.612159047,0.3908753827,0.4132291962,0.3881270755,0.3197199633
0.6842390587,0.4040953367,0.516060005,0.3783941497,0.3154678843
0.8092677335,0.5644715982,0.8280086203,0.4860495098,0.7684364427
1.021918939,1.096944088,1.058242466,1.004654019,1.014341076
0.739876211,0.7137187411,0.5601662181,0.799973213,0.5734314149
0.5445232097,0.5290632845,0.4717117606,0.3449092573,0.3164445569
